visit_id,property_id,owner_id,user_name,user_email,user_phone,scheduled_time,status,notes,created_at
VST1147,PROP1111,OWN1120,Rachana Naidu,rachananaidu13@yahoo.co.in,+91-985350823,2026-07-27 02:00 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:47:11
VST1148,PROP1664,OWN1033,Ansh Luthra,anshluthra69@outlook.com,+91-950559278,2026-07-25 06:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:39
VST1149,PROP1047,OWN1020,Upma Venkataraman,upmavenkataraman73@yahoo.co.in,+91-723044889,2026-07-30 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:57
VST1150,PROP1398,OWN1233,Rajata Swamy,rajataswamy95@yahoo.co.in,+91-982503409,2026-08-18 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:04
VST1151,PROP1159,OWN1213,Gauri Nagi,gaurinagi22@outlook.com,+91-892631441,2026-07-31 04:00 PM,CANCELLED,Visiting with family.,2026-07-21 06:48:50
VST1152,PROP1034,OWN1190,Nisha Tandon,nishatandon66@gmail.com,+91-841690501,2026-07-08 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:49:01
VST1153,PROP1377,OWN1279,Suhani Chakrabarti,suhanichakrabarti55@outlook.com,+91-763437398,2026-07-09 02:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:46
VST1154,PROP1972,OWN1233,Yoshita Agarwal,yoshitaagarwal94@gmail.com,+91-796128115,2026-07-30 06:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:48:13
VST1155,PROP1052,OWN1171,Chatura Guha,chaturaguha26@gmail.com,+91-937542226,2026-07-22 10:00 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:22
VST1156,PROP1213,OWN1111,Riya Behl,riyabehl52@gmail.com,+91-789991301,2026-07-03 10:00 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:13
VST1157,PROP1134,OWN1277,Raksha Sundaram,rakshasundaram32@yahoo.co.in,+91-798725654,2026-06-28 10:00 AM,CONFIRMED,Visiting with family.,2026-07-21 06:49:04
VST1158,PROP1809,OWN1122,Nathan Mukhopadhyay,nathanmukhopadhyay51@outlook.com,+91-733386929,2026-07-24 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:14
VST1159,PROP1432,OWN1270,Umang Comar,umangcomar18@gmail.com,+91-870166480,2026-07-18 02:00 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:22
VST1160,PROP1463,OWN1258,Wishi Manne,wishimanne88@gmail.com,+91-798436473,2026-07-21 05:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:40
VST1161,PROP1988,OWN1016,Urmi Kohli,urmikohli71@gmail.com,+91-867213476,2026-07-18 06:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:25
VST1162,PROP1932,OWN1228,Yashoda Deshpande,yashodadeshpande20@gmail.com,+91-891644298,2026-08-11 11:30 AM,CONFIRMED,Visiting with family.,2026-07-21 06:47:41
VST1163,PROP1640,OWN1300,Harini Tripathi,harinitripathi51@outlook.com,+91-890180577,2026-07-07 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:08
VST1164,PROP1620,OWN1221,Vrishti Dixit,vrishtidixit99@gmail.com,+91-797874085,2026-07-17 06:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:06
VST1165,PROP1739,OWN1111,Krishna Shah,krishnashah67@yahoo.co.in,+91-765541117,2026-08-15 02:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:52
VST1166,PROP1426,OWN1049,Leela Kaur,leelakaur64@yahoo.co.in,+91-899269266,2026-08-11 02:00 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:47:57
VST1167,PROP1704,OWN1243,Urvashi Raj,urvashiraj21@gmail.com,+91-722513132,2026-07-14 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:27
VST1168,PROP1382,OWN1067,Warhi Bansal,warhibansal17@outlook.com,+91-985374852,2026-06-28 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:03
VST1169,PROP1421,OWN1182,Harish Sarraf,harishsarraf64@outlook.com,+91-916904975,2026-06-26 02:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:57
VST1170,PROP1107,OWN1296,Maanas Rout,maanasrout37@outlook.com,+91-798145654,2026-08-12 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:04
VST1171,PROP1359,OWN1285,Upasna Lanka,upasnalanka24@yahoo.co.in,+91-887054398,2026-07-11 11:30 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:31
VST1172,PROP1998,OWN1286,Falguni Walla,falguniwalla87@gmail.com,+91-945896226,2026-07-13 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:45
VST1173,PROP1781,OWN1159,Balendra Biswas,balendrabiswas54@yahoo.co.in,+91-734347841,2026-07-05 11:30 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:30
VST1174,PROP1072,OWN1073,Utkarsh Chana,utkarshchana91@outlook.com,+91-722315507,2026-07-17 06:30 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:47:19
VST1175,PROP1430,OWN1233,Sachi Ganesan,sachiganesan30@yahoo.co.in,+91-851827259,2026-08-01 06:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:56
VST1176,PROP1611,OWN1044,Ekta Bhalla,ektabhalla29@gmail.com,+91-792924837,2026-07-08 10:00 AM,COMPLETED,Visiting with family.,2026-07-21 06:47:52
VST1177,PROP1454,OWN1218,Yash Wali,yashwali87@yahoo.co.in,+91-865590800,2026-07-15 02:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:29
VST1178,PROP1117,OWN1177,Onkar Gill,onkargill24@yahoo.co.in,+91-889609131,2026-06-25 04:00 PM,PENDING,Visiting with family.,2026-07-21 06:48:52
VST1179,PROP1047,OWN1113,Widisha Dhar,widishadhar86@yahoo.co.in,+91-711031743,2026-07-04 11:30 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:24
VST1180,PROP1786,OWN1071,Aadhya Andra,aadhyaandra47@yahoo.co.in,+91-826104026,2026-08-13 10:00 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:03
VST1181,PROP1180,OWN1067,Nakul Borah,nakulborah78@yahoo.co.in,+91-940884937,2026-07-17 05:30 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:49
VST1182,PROP1826,OWN1182,Panini Krishna,paninikrishna60@gmail.com,+91-915677713,2026-07-18 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:44
VST1183,PROP1883,OWN1161,Vasudha Chhabra,vasudhachhabra64@outlook.com,+91-964280720,2026-07-05 06:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:16
VST1184,PROP1118,OWN1208,Chakrika Bains,chakrikabains51@gmail.com,+91-792963368,2026-08-18 04:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:26
VST1185,PROP1091,OWN1224,Abhiram Bawa,abhirambawa41@gmail.com,+91-889036966,2026-08-14 04:00 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:37
VST1186,PROP1892,OWN1159,Victor Pandey,victorpandey53@outlook.com,+91-754703713,2026-07-04 11:30 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:30
VST1187,PROP1117,OWN1272,Laksh Chatterjee,lakshchatterjee34@outlook.com,+91-857123808,2026-08-14 06:30 PM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:25
VST1188,PROP1835,OWN1076,Ridhi Bandi,ridhibandi23@gmail.com,+91-744355473,2026-07-25 11:30 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:35
VST1189,PROP1779,OWN1039,Chakrika Narain,chakrikanarain90@gmail.com,+91-872270726,2026-08-04 05:30 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:29
VST1190,PROP1698,OWN1290,Jasmit Wali,jasmitwali91@outlook.com,+91-953380275,2026-07-21 06:30 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:40
VST1191,PROP1070,OWN1241,Aarini Subramaniam,aarinisubramaniam90@yahoo.co.in,+91-846866075,2026-08-18 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:43
VST1192,PROP1076,OWN1159,Ishwar Sidhu,ishwarsidhu67@yahoo.co.in,+91-717635653,2026-08-17 02:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:24
VST1193,PROP1661,OWN1047,Mekhala Pau,mekhalapau86@outlook.com,+91-961604364,2026-06-26 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:55
VST1194,PROP1918,OWN1022,Jatin Sha,jatinsha83@yahoo.co.in,+91-935265073,2026-07-13 02:00 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:37
VST1195,PROP1155,OWN1032,Lakshmi Prabhu,lakshmiprabhu23@yahoo.co.in,+91-821318464,2026-06-27 05:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:36
VST1196,PROP1254,OWN1225,Falak Kant,falakkant77@yahoo.co.in,+91-991846696,2026-07-29 11:30 AM,PENDING,Visiting with family.,2026-07-21 06:48:24
VST1197,PROP1397,OWN1210,Chasmum Rege,chasmumrege96@yahoo.co.in,+91-917028380,2026-06-28 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:13
VST1198,PROP1338,OWN1049,Daksha Tailor,dakshatailor96@outlook.com,+91-848137561,2026-06-27 02:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:36
VST1199,PROP1988,OWN1077,Lipika Setty,lipikasetty20@yahoo.co.in,+91-999068509,2026-07-13 11:30 AM,CANCELLED,Visiting with family.,2026-07-21 06:49:01
VST1200,PROP1991,OWN1201,Mohammed Sachdeva,mohammedsachdeva86@gmail.com,+91-921370793,2026-07-30 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:48
VST1201,PROP1811,OWN1169,Ati Bali,atibali95@gmail.com,+91-980651318,2026-08-01 10:00 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:34
VST1202,PROP1521,OWN1186,Warinder Patil,warinderpatil56@gmail.com,+91-834194479,2026-06-26 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:30
VST1203,PROP1197,OWN1116,Darsh Rao,darshrao29@gmail.com,+91-749700543,2026-07-07 10:00 AM,PENDING,Looking for urgent possession.,2026-07-21 06:49:04
VST1204,PROP1856,OWN1270,Gavin Kala,gavinkala94@gmail.com,+91-892950779,2026-07-29 11:30 AM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:19
VST1205,PROP1167,OWN1093,Chandresh Nath,chandreshnath89@outlook.com,+91-768743530,2026-07-05 10:00 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:23
VST1206,PROP1737,OWN1122,Ekapad Johal,ekapadjohal88@yahoo.co.in,+91-870254091,2026-07-26 11:30 AM,PENDING,Visiting with family.,2026-07-21 06:48:45
VST1207,PROP1989,OWN1241,Falguni Divan,falgunidivan57@gmail.com,+91-986560394,2026-08-07 04:00 PM,PENDING,Visiting with family.,2026-07-21 06:48:19
VST1208,PROP1797,OWN1196,Maanav De,maanavde77@outlook.com,+91-831751079,2026-07-23 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:43
VST1209,PROP1894,OWN1129,Atharv Deep,atharvdeep92@gmail.com,+91-859823245,2026-06-21 05:30 PM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:42
VST1210,PROP1867,OWN1265,Ekiya Babu,ekiyababu46@gmail.com,+91-731516757,2026-07-01 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:14
VST1211,PROP1151,OWN1224,Ishaan Bhatt,ishaanbhatt38@gmail.com,+91-856920514,2026-07-19 10:00 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:41
VST1212,PROP1515,OWN1192,Siya Thakur,siyathakur59@gmail.com,+91-760319927,2026-07-04 11:30 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:21
VST1213,PROP1860,OWN1172,Tara Balasubramanian,tarabalasubramanian27@gmail.com,+91-748504300,2026-06-24 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:05
VST1214,PROP1778,OWN1241,Pooja Chokshi,poojachokshi88@yahoo.co.in,+91-720633503,2026-07-20 10:00 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:57
VST1215,PROP1562,OWN1271,Faris Nagy,farisnagy24@yahoo.co.in,+91-841895531,2026-07-27 02:00 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:15
VST1216,PROP1430,OWN1235,Ekta Raj,ektaraj24@gmail.com,+91-890092958,2026-08-19 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:11
VST1217,PROP1589,OWN1124,Yashasvi Sani,yashasvisani28@outlook.com,+91-867611469,2026-06-26 10:00 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:32
VST1218,PROP1585,OWN1214,Qushi Seth,qushiseth95@gmail.com,+91-921490910,2026-08-13 05:30 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:57
VST1219,PROP1977,OWN1270,Mohini Sagar,mohinisagar74@outlook.com,+91-984377016,2026-08-03 10:00 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:47:45
VST1220,PROP1045,OWN1199,Aadhya Prasad,aadhyaprasad42@yahoo.co.in,+91-912179995,2026-08-17 02:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:30
VST1221,PROP1247,OWN1054,Ekalinga Chand,ekalingachand52@outlook.com,+91-715950635,2026-08-09 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:19
VST1222,PROP1180,OWN1238,Kashish De,kashishde71@outlook.com,+91-934464938,2026-07-24 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:18
VST1223,PROP1038,OWN1151,Jason Roy,jasonroy15@gmail.com,+91-715624520,2026-07-12 02:00 PM,CANCELLED,Looking for urgent possession.,2026-07-21 06:48:27
VST1224,PROP1408,OWN1279,Charan Mani,charanmani42@yahoo.co.in,+91-796825515,2026-07-27 11:30 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:50
VST1225,PROP1887,OWN1170,Mohammed Subramaniam,mohammedsubramaniam25@yahoo.co.in,+91-868646621,2026-07-04 04:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:20
VST1226,PROP1348,OWN1096,Ishwar Mallick,ishwarmallick98@yahoo.co.in,+91-859304469,2026-07-25 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:44
VST1227,PROP1745,OWN1218,Amara Balakrishnan,amarabalakrishnan65@gmail.com,+91-934220459,2026-07-01 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:32
VST1228,PROP1082,OWN1168,Harinakshi Panchal,harinakshipanchal47@outlook.com,+91-869849800,2026-06-21 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:52
VST1229,PROP1707,OWN1228,Ekaraj Dhar,ekarajdhar67@yahoo.co.in,+91-757319709,2026-08-04 05:30 PM,CANCELLED,Visiting with family.,2026-07-21 06:49:04
VST1230,PROP1655,OWN1030,Tanveer Puri,tanveerpuri95@gmail.com,+91-964520614,2026-07-16 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:48
VST1231,PROP1696,OWN1082,Devika Nair,devikanair28@gmail.com,+91-968810561,2026-08-06 10:00 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:16
VST1232,PROP1798,OWN1188,Charles Dugal,charlesdugal59@yahoo.co.in,+91-914346684,2026-06-30 05:30 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:22
VST1233,PROP1972,OWN1190,Anita Savant,anitasavant66@yahoo.co.in,+91-787030477,2026-07-30 11:30 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:06
VST1234,PROP1322,OWN1143,Oeshi Mahajan,oeshimahajan24@gmail.com,+91-734970946,2026-07-03 04:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:09
VST1235,PROP1121,OWN1135,Qushi Choudhry,qushichoudhry67@yahoo.co.in,+91-792124765,2026-07-07 02:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:29
VST1236,PROP1205,OWN1063,Darika Bath,darikabath19@gmail.com,+91-833173544,2026-07-04 06:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:49:06
VST1237,PROP1830,OWN1164,Abhimanyu Jayaraman,abhimanyujayaraman54@outlook.com,+91-918715975,2026-07-09 05:30 PM,PENDING,Visiting with family.,2026-07-21 06:47:33
VST1238,PROP1872,OWN1081,Aadhya Mann,aadhyamann99@outlook.com,+91-933366099,2026-07-10 02:00 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:08
VST1239,PROP1206,OWN1072,Parth Dayal,parthdayal73@gmail.com,+91-758438711,2026-07-13 05:30 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:32
VST1240,PROP1823,OWN1283,Ekbal Ranganathan,ekbalranganathan88@gmail.com,+91-718824561,2026-08-11 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:13
VST1241,PROP1737,OWN1246,Tripti Brahmbhatt,triptibrahmbhatt62@outlook.com,+91-887161840,2026-08-11 10:00 AM,CONFIRMED,Visiting with family.,2026-07-21 06:48:17
VST1242,PROP1658,OWN1038,Omisha Mann,omishamann69@yahoo.co.in,+91-979438885,2026-06-27 02:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:10
VST1243,PROP1656,OWN1094,Onveer Sharma,onveersharma65@gmail.com,+91-917437386,2026-08-09 10:00 AM,PENDING,Visiting with family.,2026-07-21 06:48:58
VST1244,PROP1169,OWN1083,Rajeshri Cherian,rajeshricherian38@yahoo.co.in,+91-879645282,2026-07-05 02:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:18
VST1245,PROP1202,OWN1283,Meghana Mukherjee,meghanamukherjee26@yahoo.co.in,+91-950644430,2026-08-04 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:34
VST1246,PROP1657,OWN1087,Faraj Uppal,farajuppal84@outlook.com,+91-732978158,2026-07-28 06:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:11
VST1247,PROP1346,OWN1289,Ikshita Panchal,ikshitapanchal13@gmail.com,+91-716101779,2026-08-03 06:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:46
VST1248,PROP1667,OWN1108,Warinder Chauhan,warinderchauhan63@outlook.com,+91-995763946,2026-06-29 10:00 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:31
VST1249,PROP1559,OWN1149,Faqid Goel,faqidgoel48@outlook.com,+91-842866956,2026-08-17 06:30 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:23
VST1250,PROP1075,OWN1031,Saumya Naidu,saumyanaidu66@gmail.com,+91-874995086,2026-08-11 04:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:23
VST1251,PROP1148,OWN1161,Ria Bir,riabir50@outlook.com,+91-956354851,2026-07-19 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:23
VST1252,PROP1528,OWN1288,Daksh Pandey,dakshpandey50@gmail.com,+91-772608888,2026-07-21 10:00 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:45
VST1253,PROP1145,OWN1050,Baljiwan Bhandari,baljiwanbhandari47@gmail.com,+91-892594562,2026-07-13 04:00 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:42
VST1254,PROP1834,OWN1168,Yashica Rajagopalan,yashicarajagopalan50@outlook.com,+91-731386576,2026-07-18 04:00 PM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:48:14
VST1255,PROP1511,OWN1158,Shivani Guha,shivaniguha12@yahoo.co.in,+91-762780072,2026-07-10 05:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:05
VST1256,PROP1221,OWN1299,David Seshadri,davidseshadri16@yahoo.co.in,+91-747763008,2026-06-27 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:55
VST1257,PROP1689,OWN1241,Frado Thaman,fradothaman78@yahoo.co.in,+91-724428014,2026-07-29 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:12
VST1258,PROP1745,OWN1188,Reva Viswanathan,revaviswanathan56@yahoo.co.in,+91-763765155,2026-07-22 10:00 AM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:47:27
VST1259,PROP1372,OWN1284,Barkha Ram,barkharam19@yahoo.co.in,+91-877680031,2026-07-15 04:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:48
VST1260,PROP1846,OWN1061,Gaurika Bhatti,gaurikabhatti22@gmail.com,+91-860089832,2026-07-10 02:00 PM,PENDING,Visiting with family.,2026-07-21 06:48:14
VST1261,PROP1774,OWN1074,Bhanumati Krishnan,bhanumatikrishnan87@gmail.com,+91-963873262,2026-08-03 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:26
VST1262,PROP1141,OWN1171,Gauri Bumb,gauribumb76@yahoo.co.in,+91-829990477,2026-07-25 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:47:24
VST1263,PROP1336,OWN1164,Dayita Ramanathan,dayitaramanathan60@gmail.com,+91-950162553,2026-06-28 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:33
VST1264,PROP1546,OWN1251,Dayita Puri,dayitapuri82@outlook.com,+91-873739005,2026-07-29 10:00 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:47
VST1265,PROP1113,OWN1214,Girik Sampath,giriksampath49@outlook.com,+91-994457912,2026-07-21 10:00 AM,PENDING,Visiting with family.,2026-07-21 06:47:10
VST1266,PROP1991,OWN1297,Pranit Kala,pranitkala39@outlook.com,+91-916892773,2026-07-11 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:39
VST1267,PROP1645,OWN1195,Upkaar Devan,upkaardevan97@gmail.com,+91-714237322,2026-06-30 05:30 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:43
VST1268,PROP1196,OWN1010,Yashica Zacharia,yashicazacharia50@yahoo.co.in,+91-830324759,2026-08-10 04:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:54
VST1269,PROP1514,OWN1242,Gayathri Deep,gayathrideep17@outlook.com,+91-928533117,2026-07-26 05:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:26
VST1270,PROP1679,OWN1245,Noah Sarma,noahsarma58@outlook.com,+91-833244151,2026-06-23 04:00 PM,CANCELLED,Visiting with family.,2026-07-21 06:47:51
VST1271,PROP1560,OWN1182,Sachi Mane,sachimane97@outlook.com,+91-945482091,2026-08-05 05:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:42
VST1272,PROP1286,OWN1286,William More,williammore38@yahoo.co.in,+91-848789478,2026-08-17 06:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:42
VST1273,PROP1501,OWN1163,Jhalak Sastry,jhalaksastry54@yahoo.co.in,+91-946702849,2026-07-18 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:41
VST1274,PROP1557,OWN1195,Yadavi Wable,yadaviwable54@yahoo.co.in,+91-748983895,2026-07-16 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:27
VST1275,PROP1081,OWN1178,Lakshit Krishna,lakshitkrishna93@yahoo.co.in,+91-874300930,2026-06-24 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:05
VST1276,PROP1278,OWN1288,Harshil Varty,harshilvarty44@outlook.com,+91-724660143,2026-08-11 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:47:42
VST1277,PROP1249,OWN1026,Anjali Sengupta,anjalisengupta77@outlook.com,+91-795623471,2026-08-14 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:25
VST1278,PROP1339,OWN1242,Gavin Kapadia,gavinkapadia97@gmail.com,+91-710695441,2026-08-09 05:30 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:54
VST1279,PROP1417,OWN1244,Oeshi Bera,oeshibera93@yahoo.co.in,+91-748553376,2026-07-14 02:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:52
VST1280,PROP1930,OWN1046,Finn Prasad,finnprasad83@outlook.com,+91-781826922,2026-07-04 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:46
VST1281,PROP1936,OWN1090,Gautami Dhingra,gautamidhingra32@yahoo.co.in,+91-763283709,2026-06-29 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:42
VST1282,PROP1986,OWN1149,Liam Singh,liamsingh11@gmail.com,+91-886230551,2026-07-17 05:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:08
VST1283,PROP1292,OWN1233,Anirudh Kunda,anirudhkunda79@outlook.com,+91-976291802,2026-07-03 11:30 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:25
VST1284,PROP1280,OWN1099,Indrajit Mani,indrajitmani52@gmail.com,+91-771594457,2026-07-05 06:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:22
VST1285,PROP1015,OWN1173,Oni Shankar,onishankar82@yahoo.co.in,+91-935925669,2026-06-24 11:30 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:48
VST1286,PROP1919,OWN1208,Amol Varma,amolvarma75@yahoo.co.in,+91-821641746,2026-07-25 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:34
VST1287,PROP1144,OWN1245,Pushti Agarwal,pushtiagarwal41@yahoo.co.in,+91-745002007,2026-07-27 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:36
VST1288,PROP1977,OWN1169,Rachit Chada,rachitchada84@yahoo.co.in,+91-986890296,2026-07-22 10:00 AM,CONFIRMED,Visiting with family.,2026-07-21 06:47:51
VST1289,PROP1710,OWN1121,Madhavi Singhal,madhavisinghal95@gmail.com,+91-772464258,2026-06-23 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:54
VST1290,PROP1515,OWN1160,Zehaan Babu,zehaanbabu25@outlook.com,+91-949599276,2026-07-12 02:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:47:16
VST1291,PROP1981,OWN1069,Hemang Natarajan,hemangnatarajan29@yahoo.co.in,+91-891300905,2026-06-29 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:50
VST1292,PROP1935,OWN1242,Parth Shetty,parthshetty95@outlook.com,+91-743214247,2026-08-18 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:05
